Taxa	FN.PctWtLoss	Pleth.Weight	Glucose.Weight
A063357294	2.994010183	21.4	18.8
A063357298	2.116400997	22	19.9
A063357846	8.934704833	25.8	28.8
A063359003	5.639095624	24.4	28.3
A063360058	9.952601918	NA	20.8
A063360567	7.44680455	22.1	22.1
A063360630	3.28947152	NA	15.9
A063361558	5.882349796	20.3	18.2
A063361614	4.109587165	26.9	24.9
A063362018	3.191487664	20.7	18.9
A063362599	5.263155376	25.1	22.3
A063362614	7.539679548	28.4	27.7
A063365378	8.154502938	27.3	23.5
A063367095	2.347416738	24	21.4
A063367282	3.846151733	20.8	19.6
A063368083	3.680979337	20.1	18
A063368573	6.493502277	17.5	16.3
A063368577	2.222220988	22	18.9
A063369287	8.045973929	32	30.8
A063369379	5.673754841	26.9	NA
A063369578	11.57894127	20.7	18.6
A063369834	5.485229753	26.6	24.9
A063370794	2.259885729	20.9	19.3
A063371075	9.374996338	27.8	25.6
A063371349	7.883814156	27.3	25
A063371614	3.804345759	19.1	18.1
A063372587	7.567563477	NA	19.2
A063373769	8.558554703	24.9	23.6
A063373814	7.053938982	27.8	NA
A063374271	5.59005864	18	16.7
A063374804	10.85713665	19.7	17.4
A063375363	8.465603986	NA	20.4
A063375825	2.659573053	20.1	18.3
A063375850	5.917156262	20.3	19.1
A063376082	6.185563822	NA	NA
A063377119	8.680552541	NA	31.5
A063377257	4.938269573	26.5	24.2
A063378534	9.944745887	21	18.3
A063379048	5.882349097	NA	16.4
A063379267	4.858297628	28	26.5
A063379275	9.550556432	19	NA
A063379804	4.444441975	20.4	19
A063380380	8.93616641	27	24
A063380592	8.823525087	21.7	19.6
A063381020	3.351953435	19.6	18.1
A063381303	1.739129679	NA	22.7
A063382002	3.73831601	26.5	23.8
A063382285	6.511624878	23.4	21.3
A063382564	2.631577562	21.8	19.3
A063383006	NA	20.6	19.9
A063383025	5.376342159	25.8	29
A063383513	10.21504827	20.1	18.5
A063383622	7.142853499	21.9	20.7
A063383811	9.917351274	26.1	23.2
A063512847	6.395345119	19.6	18.4
A063514006	7.723574096	26.6	25
A063514274	5.703419885	30.4	29.9
A063514300	5.882349481	17.8	17.5
A063515074	6.10328352	23.9	21.9
A063516577	5.714283382	27.4	25.9
A063516780	2.996253559	29.3	26.4
A063519591	5.357139668	19.6	17.4
A063521602	8.417505583	32.1	30
A063521788	5.235599353	22.1	21
A063521838	7.539679548	29.7	26.7
A063522330	4.761903018	30.8	28.2
A063522546	9.039542916	22.5	20.7
A063522597	0.675675219	17.4	15.8
A063523258	7.234039475	25.6	24.5
A063523330	9.937882026	19	16.8
A063523616	6.763281757	23.9	22.7
A063524613	4.145075572	21.2	19.3
A063525626	4.469271246	NA	18.4
A063526548	6.134965561	18	16.6
A063526602	6.870226385	NA	28.4
A063527798	1.562499186	21.6	20.2
A063527856	5.963300017	24.9	21.8
A063528111	7.307689497	NA	28.2
A063529600	4.651160087	19.8	17.9
A063531029	7.142854458	NA	27.1
A063531580	5.652171456	25.2	22.1
A063532060	8.235290888	NA	25.1
A063534369	5.80912622	29.9	26.7
A063534561	7.812495931	21.4	20.2
A063535101	7.630519024	26.7	23.9
A063536564	2.994010183	18.7	17
A063537072	7.142853499	25.5	22.5
A063538058	5.113633458	21.4	18.9
A063538364	6.666662626	18	17
A063538623	2.185791155	NA	19.2
A063540827	12.45551158	34.4	30.3
A063541024	NA	20.2	19.7
A063541051	4.03587263	27.5	25.8
A063541614	7.10900137	23.8	22.6
A063541831	5.309732164	27.1	24.4
A063543090	8.144792695	25.3	22.4
A063543622	2.985073142	26.4	24.1
A063544096	5.511808854	32.8	29.4
A063544780	5.622487702	31	30
A063545009	6.249996449	21.9	19.2
A063545810	5.829593798	25.6	21.8
A063545824	6.746029069	29.8	28
A063546518	0.662251217	NA	16.3
A063546566	4.489794086	29.5	25.5
A063546872	4.184098668	27.5	26
A063547877	7.44680455	20	18.5
A063548317	NA	27.2	25.8
A063549863	3.292179715	27.1	25.4
A063550874	2.259885729	21.1	19.4
A063551076	6.249997396	28	24.9
A063551096	6.737586263	30.8	28.1
A063551337	5.418716543	22.7	20
A063551369	5.504584631	28.2	25.9
A063551600	7.968124315	NA	26.2
A063553007	5.59999776	27.4	24.8
A063553009	4.639172866	21.9	20.8
A063554022	9.836061543	26	23.1
A063554583	7.558135141	20.6	18.7
A063554885	0.896860584	26.7	NA
A063555126	5.945942732	20.9	19.3
A063555877	8.189651642	28.4	25.4
A063556563	4.745761103	32	28.1
A063557365	7.189537785	17	15.1
A063557573	4.301072956	20.8	20.2
A063557808	5.701751885	26.4	23.9
A063567352	11.17020682	20.5	18.3
A063568001	NA	29.1	26.9
A063569370	7.731954777	NA	20.4
A063570285	4.977373313	27.4	26.2
A063571569	5.762709911	33.3	29.5
A063571604	6.98529155	32.3	28.6
A063572073	5.633800172	24.3	21.9
A063572633	2.222220988	21.1	19.1
A063573313	6.97674013	19.5	17
A063573555	8.724829287	33.2	31
A063573561	2.580643496	18.8	NA
A063575272	5.6680139	27.8	24.7
A063575342	4.487176611	19.3	17.6
A063575518	10.4693103	32.1	28.2
A063575829	7.777774897	29	25.3
A063576534	7.865165594	29.5	26.4
A063577627	9.883715184	19.8	18
A063578568	11.74088593	28.6	26.4
A063578615	8.530801644	25.5	23.5
A063578768	0	16.6	14.9
A063580838	7.006364964	18	16.2
A063583848	6.018515732	26	24.7
A063584892	9.465016681	25.5	25.1
A063599376	6.329111254	27	25.3
A063600005	3.468206088	19.5	17.4
A063602575	7.0707035	21.3	19.9
A063604338	4.597698507	20.2	17.6
A063604368	3.614455654	20	17.9
A063604629	6.741569246	20.7	18.7
A063604816	NA	27.1	25
A063604845	5.617974372	18.8	15.6
A063605029	9.090904229	20.5	19.3
A063605347	6.698561388	25.3	23.3
A063605367	6.703906869	20.6	18.8
A063608034	10.15872693	35	32.6
A063608810	4.575160408	17.6	16.4
A063609043	11.97916043	22.2	19.4
A063609335	4.306218035	26	24.2
A063610105	8.677682365	27	24.5
A063610310	6.926403928	29.2	27
A063610516	1.470587514	24.5	24.6
A063610561	6.382975328	20.6	19
A063610617	7.594933504	28.9	25.6
A063611105	10.75268239	20.2	18.6
A063611117	4.864862235	20.6	18.3
A063611258	6.976740941	25	22
A063611301	7.729464865	23	21.8
A063612068	1.117317812	23.5	21.4
A063612603	4.065037345	14.5	13.5
A063612773	9.345790025	25	22.3
A063613325	6.632649677	22.3	20
A063613839	6.986896512	26.7	24.7
A063614105	5.617974372	20.1	19
A063614623	3.286383434	24.4	22.8
A063614772	0.558658906	21.3	18.7
A063615105	6.249996745	20.9	19.5
A063615826	8.407075926	26.3	23.9
A063618331	4.918030099	21.8	20.3
A063618334	4.597698507	19.7	17.9
A063618351	7.38635944	19.9	17.9
A063618834	6.153843787	30.3	28.2
A063619116	5.687201096	25.6	23.2
A063619274	5.583753511	24.3	23.1
A063619860	4.566207961	25.8	25.4
A063620055	6.918234643	17	NA
A063621256	7.843134179	29.9	27.3
A063621336	6.521736295	25.9	24.1
A063622326	6.97674013	19.2	17.4
A063623288	3.164554959	18.8	17.1
A063623891	7.929511925	24.4	22.4
A063625788	8.438815005	27	23.5
A063626582	6.719364933	28.5	26.3
A063629895	5.882350279	23.7	21.7
A063630303	8.65800491	26.5	23.4
A063630607	5.031443376	NA	17.2
A063632089	5.859372711	28.2	26.8
A063632293	6.698561388	24.2	23.1
A063632875	10.0418368	28.8	25.4
A063634356	5.957444273	27	25.9
A063635803	8.225104664	24.5	24.1
A063636061	6.382976007	NA	26.1
A063637123	8.411211023	24	23.9
A063638035	1.234567139	19.4	NA
A063638108	3.999997714	20.7	19
A063768029	12.49999421	23.3	21
A063768269	9.359601301	23.2	20
A063769277	4.830915541	25.3	23.9
A063770090	5.882349097	18.1	16.6
A063770277	4.932733214	23	21.3
A063771357	5.524858826	20.2	18.4
A063772262	7.0707035	22.2	19.9
A063772352	6.666662963	20.4	17.9
A063772894	8.333329678	25.1	24.6
A063773074	3.067482781	19.5	18.3
A063773299	8.163261141	22.8	19.5
A063773367	9.128626918	27	24.4
A063775561	8.888883951	20.4	18
A063775856	1.398600421	16.2	14.8
A063777011	3.947365824	17.5	16.4
A063777532	6.976740941	26	24.5
A063778259	NA	23	19.8
A063779516	3.896101366	17.4	15.2
A063779838	0.581395011	19.9	18.8
A063784615	8.121823288	21	18.7
A063787304	5.154637404	33.8	30.1
A063788521	6.635067945	24	22.4
A063789566	4.89130169	20	17.2
A063789585	6.493503682	NA	21.7
A063789782	5.17241082	19.4	18.7
A063790079	7.772016698	22.3	20.5
A063790268	5.504584631	24.7	23.7
A063790772	7.083330382	27.5	26.2
A063791068	11.6591876	25.3	22.3
A063792845	5.202309132	18	17.1
A063793601	7.305932737	27.2	25.5
A063795281	8.675795125	25.2	22
A063796366	2.453986225	20.5	18.9
A063797783	10.101005	20.8	18.9
A063798057	3.821653617	18.6	16
A063798078	9.714280163	19.6	18.3
A063798598	4.347823386	18.2	16.5
A063799614	4.827582878	18.2	NA
A063800540	3.092781911	23.6	21
A063800843	4.54545225	22	20.5
A063801090	5.490193925	30	26.3
A063801554	3.174601915	28.3	24.5
A063802607	5.527635413	24	20.3
A063802835	8.154502938	27.8	25.2
A063802870	9.999995652	26.2	24.5
A063804009	4.191614257	20	18.6
A063804552	6.629830591	20.5	18
A063806359	10.31389672	25	23.5
A063807802	6.034480158	25	NA
A063807887	7.352937572	24	22.2
A063808624	5.235599353	23.1	20.7
A063808790	5.194802946	27.1	24.1
A063810348	4.878045806	19.6	18.2
A063811098	NA	33	29.7
A063812087	8.888886067	36	32.6
A063812098	8.860753886	17.3	16.5
A063812869	NA	20.8	NA
A063813024	9.354835692	35.4	32.4
A063813601	NA	26.8	25.4
A063815560	5.128202937	27.6	26.3
A063816580	5.142854204	20.3	18.8
A063818533	6.372545896	24.6	22.7
A063819817	5.434779655	21	NA
A063820535	4.999997222	21	18.9
A063820626	8.620686683	34.2	29.7
A063820850	10.74765853	23.3	22.5
A063821291	1.72413694	20.7	19
A063822811	7.905135215	30.6	29.3
A063823314	3.508769878	19.2	17.9
A063823801	6.382974196	18.6	15.4
A063823828	10.68375612	27	25
A063825775	8.994704236	21.2	19.2
A063832352	2.380950964	18.2	16.7
A063832587	8.154502938	28	25
A063832617	4.117644637	19.7	18.7
A063832855	7.59999696	28.5	26.2
A063834324	12.44634659	25.5	23.7
A063834829	7.142852891	20.3	NA
A063835873	2.739724151	16.1	14.8
A063836584	1.785713223	18.4	NA
A063836639	7.692303748	22.3	20.5
A063837274	9.999995833	28.4	26.6
A063837530	NA	30	26.4
A063837548	NA	29.1	27.5
A063837833	6.172836966	27.9	28.8
A063838121	2.777776235	20.1	18.6
A063838593	5.841922391	32.5	29.9
A063839061	8.810568806	25	23.4
A063842319	7.392993232	31.1	27.7
A063842855	7.296134208	26.6	25.3
A063844091	4.494379498	19.7	18.8
A063847121	7.792204419	28	25.1
A063852837	4.494379498	20.5	17.8
A063853635	6.161134521	25.5	23.1
A063854023	8.898301314	NA	26.9
A063855321	10.48386674	26.3	24.4
A063855559	7.216491126	20.7	19.4
A063855575	NA	17.6	16.7
A063855885	5.263154817	19.1	16.7
A063856573	5.338076392	32	29.1
A063857039	10.48034477	22.8	20.3
A063858113	6.220092718	24.5	20.7
A063858827	4.188479482	23	20.8
A063859291	8.333330026	NA	31.3
A063860035	8.260865974	27	24.4
A063860051	12.37112764	25.6	24.2
A063860103	5.228754752	18.1	16.6
A063860589	8.415837418	21	20.6
A063860779	6.172835696	NA	18.4
A063861561	5.57491095	33.1	28.8
A063861603	7.407403488	NA	23
A063861871	5.55555275	22.7	19.6
A063864876	5.729163683	21.5	19.2
A063865861	11.55555042	25.4	23.2
A063866069	7.722004741	28.6	25.8
A063867312	6.043952723	20.1	18.2
A063867785	6.181815934	34	30.7
A063870525	7.103821255	20	18.5
A063871632	6.282719224	23	20.6
A063873017	7.720585397	31	29.1
A063873529	6.410253671	28	26.6
A063874046	3.26530479	26.7	22.8
A063875112	6.691447327	29.3	26.8
A063876111	9.677413111	19.3	18
A063878032	4.265400822	25	22.1
A063878111	0	19	17.2
A063878863	5.999997	22.2	19.1
A063882361	7.394363594	30.2	27.9
A063883335	5.045869245	22.7	21.4
A063885881	4.945052228	19.2	18.4
A063888055	11.39895782	23.5	21
A063888574	7.327583048	26.2	23.9
A063888627	4.464283721	27.5	25.9
A063889081	3.124998047	18.1	16.5
A063892352	7.725318573	NA	22.9
A063892782	9.146335886	18.9	16.8
A063893087	7.253882252	24.4	23.6
A063893371	5.649714322	20.4	18.2
A063894836	7.179483498	22.5	19.8
A063894847	1.999999	25.5	23.1
A063895000	5.999997	23.1	21.8
A063895344	7.339446175	22	20.7
A063895878	3.896101366	18.1	16.8
A064000032	7.499997656	33.5	30.6
A064000044	3.141359612	20.9	19.5
A064001839	9.278347327	32.2	28.7
A064002882	2.439022903	20.4	17.3
A064002891	6.34920383	NA	25.3
A064003018	4.433495353	25	23.7
A064003520	4.999996429	16	14.7
A064003628	10.71428146	27.8	25.7
A064003784	2.312137392	19.1	NA
A064004534	6.451610302	27	25.9
A064005323	5.78034348	18.6	17.7
A064005775	6.060603765	29.2	27.5
A064008029	3.067482781	18	NA
A064008513	6.572766867	25.2	22.3
A064009012	-0.534759072	23.8	23.7
A064010088	8.021386085	21.2	19.6
A064010366	10.93116966	27	25.3
A064010381	12.7489989	28.8	26.4
A064011272	5.77777521	28.4	26.1
A064011604	8.593746643	29.4	25
A064012291	10.98900696	32	29.5
A064012882	8.496726473	16	14.7
A064014380	9.745758582	26.8	24.6
A064014880	9.777773432	27.4	26
A064015058	6.367038814	28.4	25.7
A064017019	7.246373311	25.4	23.9
A064017081	4.838707076	21.7	19.2
A064017595	6.122445856	23.4	21.3
A064017802	4.519771458	19.2	17.6
A064018072	NA	22.6	20.5
A064018597	7.602334735	23.1	21.5
A064018792	6.451610302	24.4	23.7
A064018793	8.878500524	24.6	22.1
A064018874	7.142853499	22.4	20.6
A064019568	2.843600548	27.2	24.8
A064020024	6.949804266	27.9	27.3
A064020036	6.372545896	23.3	21.5
A064021513	4.186044565	26.5	24
A064021773	5.617974372	20.6	18.6
A064021838	6.842101662	21.3	19
A064021862	3.773582532	18.4	17
A064022833	10.11235576	30.4	29.2
A064026354	7.368417175	20.2	18.8
A064027312	1.829267177	NA	17.3
A064028336	2.409637103	19	18.8
A064028563	6.395345119	20.3	17.1
A064029073	4.641348253	26.8	25.4
A064030599	2.732238944	21	18.9
A064032010	2.366862505	20.3	19.3
A064032352	6.557373466	18.7	17.8
A064033059	8.620685939	25	21.8
A064033524	7.936503737	25	22.2
A064033626	5.179280805	28.7	28.1
A064034866	5.555552984	25.7	22.8
A064034869	5.555553498	31	27.6
A064035552	6.015033071	17.3	15.8
A064035829	6.324108172	32.6	30.7
A064036005	7.843132129	17.8	15.4
A064036871	6.806279159	23.4	21.5
A064036879	6.321835447	19.8	18
A064037307	8.888884938	26.1	22.8
A064038096	5.208330621	24	22
A064038309	5.41666441	27	24.9
A064038554	4.672895013	26.3	23.8
A064038874	4.347823724	20.9	19
A064039256	7.428567184	NA	17.7
A064040310	6.392691145	24.8	21.2
A064040516	10.24589744	30.1	27.1
A064041360	6.614783418	26.8	23.8
A064041528	7.909600051	20	18.3
A064041587	4.945052228	21.8	20.7
A064041634	8.670515219	20	19
A064043066	4.999997222	20.2	18.1
A064043531	6.629830591	21.2	18.8
A064043567	5.813950108	20.6	19.1
A064043842	2.684561957	17.3	15
A064044576	10.41666124	19	16.8
A064045267	6.147538464	27.2	26.3
A064048791	8.49999575	25.5	22.8
A064048817	6.730765995	25	21.7
A064048875	5.294114533	19	17.1
A064049287	9.090902734	17.7	16
A064049623	7.0631944	34	30.5
A064049795	6.918234643	17.8	16.2
A064050282	1.234567139	18.9	16.3
A064051078	5.53191254	25.4	22.5
A064052293	3.846151733	20.4	18.4
A064052345	10.61451921	22.3	19.7
A064052862	2.94117474	19.2	17.4
A064054321	4.958675637	28.3	24.2
A064055293	8.196717952	29	25.8
A064056094	8.571423673	21.4	17.9
A064056577	5.963300017	24.4	22.7
A064058052	6.113534448	27.5	24.9
A064058582	5.970146284	22.4	21.6
A064060121	8.457707235	21.6	20.5
A064060295	8.771924695	21.3	20.1
A064060327	8.560307953	31.2	29
A064060854	4.444441975	21.7	19.7
A064061014	8.755756334	25	24.6
A064061349	9.871240399	26.8	23.1
A064063035	7.291664135	31.6	29.3
A064063789	9.829055629	28.2	26.2
A064063846	9.661831081	24.3	22.4
A064064260	8.888883951	21.3	18.5
A064064564	8.906878985	31.9	25.9
A064065775	10.36584734	18.9	16.8
A064066630	7.407403978	24.5	23.1
A064069120	7.692303466	20.1	18.6
A064069267	8.139530151	19.4	17.3
A064071530	10.19607443	28.6	25.9
A064075846	5.418716543	24.2	23.6
A064076342	4.428042646	30.6	27.8
A064076804	6.177603792	29.7	28
A064077266	7.860258576	27.3	27.4
A064078810	2.732238944	22	22.6
A064078828	5.882349796	NA	20.3
A064079095	5.789470637	20.6	19.6
A064079264	5.494502476	21	19.2
A064079620	7.473306949	32	30
A064080080	7.0631944	29.1	26.6
A064080116	5.494502476	20.6	18.8
A064082263	4.838707076	20.2	18.1
A064082565	3.571426749	24.8	22
A064083035	3.124998047	19.3	17.5
A064083040	6.382975328	21.3	18.5
A064083527	5.263154817	18.4	16.8
A064084004	12.58992353	30.6	27.3
A064086019	4.761902494	26.3	25.3
A064086340	NA	20	19.1
A064086849	8.333330026	28.5	25.6
A064087000	NA	29.6	27.8
A064087605	10.59907346	25.2	23
A064087615	7.011067524	31.2	27.4
A064087792	9.999996	29.7	25.7
A064087887	9.039542916	18	16.6
A064088625	NA	24.7	22.5
A064089073	7.905135215	29.4	26.1
A064090082	4.5112765	31	28.1
A064091372	8.636359711	NA	28.6
A064091789	3.355702446	17	16
A064091868	9.99999375	16.8	16.1
A064092094	6.976741482	28	26
A064092602	10.15624603	27.8	26.3
A064092816	12.68115483	30.7	28.9
A064093317	4.999997917	28.4	25.1
A064093534	11.25540638	25.6	23.1
A064093789	6.862741734	21.9	19.5
A064094852	5.498279897	33.3	NA
A064095000	4.678359837	18.2	17.4
A064095813	NA	32.3	29.8
A064096096	6.31578615	21.4	19.4
A064096308	6.148865324	36.3	34.4
A064096588	8.152169483	19.6	18
A064096779	7.287446442	29.7	26.3
A064096847	4.591834392	22.5	21.1
A064097296	4.022986194	19.5	16.8
A064097308	5.633800172	24	21.9
A064098032	6.56565325	21.9	19.6
A064098105	6.437765477	27.8	24.6
A064099635	11.55778314	21.4	19.2
A064099868	5.464477888	19.8	17.7
A064100014	9.139780032	20.9	NA
A064100034	8.407075926	25.1	23.7
A064100052	4.9999975	22	20.6
A064270063	13.11474693	20.8	19.4
A064537581	6.34920383	27.8	25.8
A064575795	7.182316474	NA	17.9
A064610602	10.66666193	26.8	24.7
A064768831	NA	22.7	20.4
A064779520	4.605260128	18.8	NA
A066785298	7.727269215	26.6	24.1
A066785804	10.78837727	27.4	23.9
A066785836	4.081630571	21.4	20
A066786115	7.49999625	21.3	19
A066786789	4.743081129	28.9	26.5
A066789044	3.88349326	22.2	21.1
A066789843	5.649714322	19.5	18.6
A066790013	4.142009383	23.2	20.7
A066790024	3.208554434	NA	23
A066790098	8.9999955	NA	25.3
A066790264	7.112967735	25.5	24.7
A066790379	8.376958965	21.3	19.8
A066790801	7.499995313	17.6	15.7
A066791380	2.577318259	21.8	20.7
A066791575	9.205017069	27	25.6
A066792340	NA	23.8	22.6
A066792597	8.670515219	20.9	16.1
A066794637	11.76469959	20.8	18.1
A066800554	2.808987186	22.8	22.3
A066801016	5.325440636	19	16.9
A066801375	6.153842998	21.5	20.5
A066802555	5.617974372	19	17.5
A066803325	7.216491126	22	19.8
A066805368	6.989243554	20.6	18.2
A066806793	7.812495931	22.2	20.4
A066807536	4.854366576	22.4	21.7
A066807555	8.235290888	28.5	26
A066808025	7.339446175	26.3	24.9
A066808110	6.372545896	NA	22.9
A066809045	7.558135141	20.1	16.8
A066809562	5.291002492	23.2	21.8
A066809799	9.547733896	21.4	18.2
A066814105	7.522120565	25.8	23.6
A066817813	4.487176611	16.7	15.9
A066817873	7.555552198	NA	25.6
A066818853	4.117644637	22.7	18.9
A066819046	9.134610993	NA	23.9
A066819768	9.947638771	20.4	19
A066820593	6.707312983	19.1	18.6
A066821828	5.714282993	NA	23.2
A066822063	7.582934795	25.7	23.9
A066822099	8.510634676	26.7	25
A066822351	0.735293577	20	20.2
A066822355	6.976740941	24.4	22.6
A066822863	4.687496338	17.2	NA
A066824834	7.0631944	NA	32
A066825097	9.150320817	16	14.3
A066825315	6.043952723	20.5	18.7
A066825380	1.764704844	20	18.4
A066825627	NA	25.2	NA
A066828799	5.581392753	24.6	22
A066832891	6.880730789	24.5	NA
A066837052	6.54761515	18.5	16.2
A066837307	6.593402971	NA	18.9
A066837877	NA	29.2	26.3
A066840813	4.263564239	29.4	27.2
A066841537	5.319146107	20.2	19.1
A066841802	2.840907477	NA	NA
A066844305	6.572766867	NA	24.6
A066846295	6.965170664	NA	24.8
A066851355	6.880730789	25.8	23
A066851796	NA	28.1	26.1
A066851861	5.445541859	23.8	20.3
A066852564	3.14465211	19	17.3
A066853001	7.428567184	19.8	17.8
A066853355	8.878500524	24.8	23.8
A066853855	9.302321255	24.5	23.1
A066853869	NA	30.8	27.6
A066856049	3.743313506	22.1	19.7
A066856381	6.756752191	17.7	15.8
A066857770	7.772016698	22.4	21.1
A066859097	NA	21.1	17.5
A066859275	4.291843652	26	23.1
A066860531	5.652171456	26.5	24.5
A066860558	10.04565751	23.8	20.6
A066860873	7.777773457	20	17.8
A066861069	7.38635944	22	18.2
A066861843	4.694833477	26.2	24.6
A066862073	NA	29.7	26.6
A066862514	8.196716832	NA	20.3
A066867291	5.95237859	30.4	27.1
A066868872	5.676853416	27.7	26.9
A066871358	4.324321987	23.4	22
A066871529	8.415837418	20.6	19.1
A066872103	9.268288162	22.8	20.8
A066872821	3.428569469	19.2	17.3
A066873093	NA	26	24.6
A066880257	7.425738898	22.6	19.7
A066881888	7.22221821	20.9	18.4
A066882048	3.508769878	20.6	17.7
A066882524	7.499997321	30.5	28.1
A066883637	9.787229878	27.2	25.9
A066885108	7.514446523	18.5	16.5
A066886308	9.469693383	24.4	NA
A066886537	6.382975328	19.8	19.3
A066886589	7.179483498	21.4	19.1
A066886776	4.73372501	NA	17.1
A066887568	3.191487664	21.5	19.3
A066887872	7.655498729	NA	19.4
A066888090	6.198344546	27.5	24.9
A066889358	6.072872035	26.4	25
A066889543	6.698561388	24.1	22.8
A066889855	9.844554485	22.6	20.7
A066890083	5.365851041	21.6	19.9
A066891006	12.15468942	19.1	17.4
A066891127	5.752209844	26	23.9
A066891298	5.687201096	25	23.1
A066891579	6.310676548	21.7	20
A066891591	6.666662963	20	18.2
A066892091	8.376958965	NA	19.3
A066892518	4.329002455	27.4	24.4
A066892533	5.917156262	20.8	19
A066892790	4.721028017	27.7	25.1
A066892811	3.181816736	26.2	23.6
A066893123	5.714281633	16	15.1
A066893263	9.239125414	22.6	20.7
A066893338	8.866990706	NA	22.9
A066893828	7.307689497	27.3	26.2
A066894353	7.0707035	24.5	23
A067001023	8.333329475	23.5	21.9
A067001120	8.510634676	31.3	27.7
A067001512	4.385962989	25.6	23.7
A067001514	11.41731834	27.4	25.3
A067004612	NA	26.3	NA
A067005820	4.89130169	22.7	21.3
A067006527	7.729464865	22.4	20.9
A067007042	9.132415921	25.1	22.1
A067010543	6.329111254	27.4	25.9
A067011052	7.10900137	24.3	21.6
A067011548	5.357139668	18.1	NA
A067012124	8.561640904	30.9	27.8
A067012324	10.447756	26	23.7
A067012781	7.272722865	18.3	15.6
A067013857	NA	18.8	17.6
A067014002	6.730765995	25.5	23.5
A067014773	4.39560198	23.2	21.4
A067015784	0.69930021	15.4	14.9
A067017877	7.954540935	19	17.5
A067018569	6.274507343	29.7	26.4
A067018865	5.447468697	30.5	28.3
A067019015	6.787327246	24.7	22.4
A067019281	7.860258576	27.7	24.6
A067019627	7.428567184	15.7	16.9
A067019829	8.79999648	28.5	24.5
A067021522	6.934304039	30.2	26.7
A067022872	3.636361433	19.5	17.7
A067023636	8.239697289	28.6	25.9
A067023796	8.597281178	24.6	23.4
A067025100	6.274507343	27.4	24.6
A067025868	4.419887061	19	17.4
A067025880	6.382975328	NA	19
A067026018	1.704544486	18.5	16.9
A067026279	7.75193498	26.1	24.7
A067026294	8.510633771	NA	20.7
A067026328	NA	27.5	26.1
A067026336	8.854162055	26.9	20.8
A067026625	6.30251836	26	23.4
A067027301	8.960570265	30.4	26.9
A067028317	4.487176611	17.8	16.8
A067028352	4.878046401	24.4	22.3
A067028847	4.494379498	18.1	16.7
A067029291	NA	23.3	24.8
A067030768	4.417668909	27.8	25.3
A067030853	8.219174329	26.8	24.2
A067031089	6.692910751	28	26.3
A067032313	7.253882252	24.1	22.1
A067033024	10.83743309	23.1	19.6
A067033821	NA	16	14.5
A067034065	6.338023706	15.3	13.7
A067034293	5.08474289	19.9	18.5
A067035068	7.303366684	20.3	18.2
A067035071	NA	26	NA
A067035294	4.54545225	24.4	22
A067038341	5.535053308	31	28.1
A067039304	2.766797325	29	27.7
A067040812	5.990780649	25.6	23.7
A067041079	7.821224681	20	17.7
A067041379	10.66666193	24.6	22.9
A067042073	0.595237741	20.2	17.7
A067042331	4.977373313	26.3	24.1
A067043333	2.985073142	21.4	19.8
A067043528	3.821653617	18.6	16.6
A067043604	9.58332934	27.3	24.3
A067044113	3.365382997	25.4	22.7
A067052379	4.123709215	21.3	19.8
A067052871	6.425700231	29.8	27.3
A067054621	10.27396908	30	26.9
A067054794	10.09614899	25.1	22.5
A067054841	3.626941126	24.2	22.9
A067056015	3.636361433	18.1	16.5
A067056291	5.309732164	25	22.4
A067057327	6.467658474	23	19.9
A067058613	5.649714322	19.7	18
A067059802	4.721028017	25.6	23.9
A067060370	NA	22.5	20.6
A067061808	3.53535175	23.3	22.2
A067063288	4.487176611	17.8	16.3
A067063313	5.882349481	19	16.2
A067063876	5.17241082	18.2	16.2
A067067814	6.698561388	22.9	20.3
A067068127	6.751052004	27	24.5
A067073289	1.807227827	20.3	17.9
A067076637	5.405402484	21.4	19.3
A067076869	NA	21.6	20.2
A067077564	NA	30	29.5
A067078301	8.088232321	30.4	27.1
A067078340	8.771925977	24	22.8
A067078777	11.15537404	26	23.7
A067079580	1.226993112	18	17.7
A067079792	4.790416293	21.7	20
A067080099	6.49999675	20.7	19.9
A067080581	NA	19.1	17
A067081094	5.376341196	NA	21.5
A067081584	9.278345733	20.4	19.4
A067082791	6.726454383	26	24.1
A067083019	8.724826359	16	14.8
A067084043	7.333328444	16.6	15.4
A067085307	6.470584429	19.2	17.8
A067086003	3.260867793	20.1	18.1
A067086264	4.968941013	17.2	16.4
A067086368	5.641022748	22	20
A067087083	NA	23.1	21.4
A067087359	7.999996	24.4	NA
A067088050	10.07751547	29	27.1
A067088260	5.429861796	25.8	23.9
A067088817	NA	21.2	19.5
A067089071	9.59595475	22.7	NA
A067089522	8.646613291	29.3	27.1
A067089542	5.820102741	22	19
A067089584	NA	23.7	21.1
A067089597	2.424240955	19.3	17.3
A067091318	10.55554969	19.3	18.8
A067091793	8.108104456	24.9	22
A067092301	5.288458996	25.3	23.5
A067092841	6.698561388	22.5	21.5
A067092870	9.69696382	NA	18.9
A067093029	10.21276161	26.2	24.3
A067094078	8.429115544	30	27.4
A067094126	6.167398164	26.2	24.4
A067095101	9.712226722	31.6	28.2
A067095773	3.529409689	22.2	20.9
A067096018	7.692304578	NA	27.1
A067098057	11.83431252	18.4	16.9
A067098816	5.759159288	22.2	20.2
A067099022	3.482585332	22.1	20.4
A067099043	9.049769661	26.4	23.2
